/home/vijay/.local/lib/python3.10/site-packages/bitsandbytes/autograd/_functions.py:316: UserWarning: MatMul8bitLt: inputs will be cast from torch.float32 to float16 during quantization
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")
{'loss': 1.4051, 'grad_norm': 0.18987905979156494, 'learning_rate': 1.0000000000000002e-06, 'epoch': 0.0017857142857142857}
{'loss': 0.8957, 'grad_norm': 0.24194586277008057, 'learning_rate': 3.986063523217439e-05, 'epoch': 0.38035714285714284}
{'loss': 0.8598, 'grad_norm': 0.2742146849632263, 'learning_rate': 3.9092837930172884e-05, 'epoch': 0.3821428571428571}
{'loss': 0.8137, 'grad_norm': 0.24151045083999634, 'learning_rate': 3.832773180720475e-05, 'epoch': 0.38392857142857145}
{'loss': 0.7968, 'grad_norm': 0.24609528481960297, 'learning_rate': 3.756550564175727e-05, 'epoch': 0.38571428571428573}
{'loss': 0.7467, 'grad_norm': 0.2409004271030426, 'learning_rate': 3.680634750173137e-05, 'epoch': 0.3875}
{'loss': 0.8732, 'grad_norm': 0.24105523526668549, 'learning_rate': 3.605044469803854e-05, 'epoch': 0.3892857142857143}
{'loss': 0.9104, 'grad_norm': 0.2727736234664917, 'learning_rate': 3.529798373838481e-05, 'epoch': 0.39107142857142857}
{'loss': 0.7282, 'grad_norm': 0.23451578617095947, 'learning_rate': 3.4549150281252636e-05, 'epoch': 0.39285714285714285}
{'loss': 0.7643, 'grad_norm': 0.2613694965839386, 'learning_rate': 3.380412909009254e-05, 'epoch': 0.39464285714285713}
{'loss': 0.8552, 'grad_norm': 0.255582332611084, 'learning_rate': 3.3063103987735433e-05, 'epoch': 0.3964285714285714}
{'loss': 0.7923, 'grad_norm': 0.25945907831192017, 'learning_rate': 3.2326257811037155e-05, 'epoch': 0.3982142857142857}
{'loss': 0.9159, 'grad_norm': 0.2406710535287857, 'learning_rate': 3.1593772365766105e-05, 'epoch': 0.4}
{'loss': 0.7893, 'grad_norm': 0.28857624530792236, 'learning_rate': 3.086582838174551e-05, 'epoch': 0.4017857142857143}
{'loss': 0.8298, 'grad_norm': 0.26584428548812866, 'learning_rate': 3.0142605468260978e-05, 'epoch': 0.4035714285714286}
{'loss': 0.8058, 'grad_norm': 0.2470143884420395, 'learning_rate': 2.9424282069744564e-05, 'epoch': 0.40535714285714286}
{'loss': 0.8299, 'grad_norm': 0.22872108221054077, 'learning_rate': 2.8711035421746367e-05, 'epoch': 0.40714285714285714}
{'loss': 0.8843, 'grad_norm': 0.2595580518245697, 'learning_rate': 2.8003041507204242e-05, 'epoch': 0.4089285714285714}
{'loss': 0.9164, 'grad_norm': 0.2518610656261444, 'learning_rate': 2.7300475013022663e-05, 'epoch': 0.4107142857142857}
{'loss': 0.8107, 'grad_norm': 0.2224852442741394, 'learning_rate': 2.660350928697134e-05, 'epoch': 0.4125}
{'loss': 0.8697, 'grad_norm': 0.2555633783340454, 'learning_rate': 2.591231629491423e-05, 'epoch': 0.4142857142857143}
{'loss': 0.8424, 'grad_norm': 0.39523717761039734, 'learning_rate': 2.522706657837962e-05, 'epoch': 0.4160714285714286}
{'loss': 0.875, 'grad_norm': 0.2728444039821625, 'learning_rate': 2.4547929212481435e-05, 'epoch': 0.41785714285714287}
{'loss': 0.7938, 'grad_norm': 0.2799508273601532, 'learning_rate': 2.3875071764202563e-05, 'epoch': 0.41964285714285715}
{'loss': 0.8223, 'grad_norm': 0.2589215636253357, 'learning_rate': 2.3208660251050158e-05, 'epoch': 0.42142857142857143}
{'loss': 0.8749, 'grad_norm': 0.25762486457824707, 'learning_rate': 2.2548859100093407e-05, 'epoch': 0.4232142857142857}
{'loss': 0.8455, 'grad_norm': 0.2761310040950775, 'learning_rate': 2.1895831107393484e-05, 'epoch': 0.425}
{'loss': 0.8826, 'grad_norm': 0.24614843726158142, 'learning_rate': 2.124973739783609e-05, 'epoch': 0.42678571428571427}
{'loss': 0.8807, 'grad_norm': 0.3979897201061249, 'learning_rate': 2.061073738537635e-05, 'epoch': 0.42857142857142855}
{'loss': 0.8533, 'grad_norm': 0.24542079865932465, 'learning_rate': 1.9978988733705807e-05, 'epoch': 0.4303571428571429}
{'loss': 0.8517, 'grad_norm': 0.2841104567050934, 'learning_rate': 1.9354647317351188e-05, 'epoch': 0.43214285714285716}
{'loss': 0.8765, 'grad_norm': 0.29671385884284973, 'learning_rate': 1.8737867183214757e-05, 'epoch': 0.43392857142857144}
{'loss': 0.8564, 'grad_norm': 0.24311727285385132, 'learning_rate': 1.8128800512565513e-05, 'epoch': 0.4357142857142857}
{'loss': 0.8901, 'grad_norm': 0.2642788290977478, 'learning_rate': 1.7527597583490822e-05, 'epoch': 0.4375}
{'loss': 0.8609, 'grad_norm': 0.25039929151535034, 'learning_rate': 1.6934406733817414e-05, 'epoch': 0.4392857142857143}
{'loss': 0.8598, 'grad_norm': 0.29094478487968445, 'learning_rate': 1.6349374324511345e-05, 'epoch': 0.44107142857142856}
{'loss': 0.8079, 'grad_norm': 0.2262205183506012, 'learning_rate': 1.5772644703565565e-05, 'epoch': 0.44285714285714284}
{'loss': 0.8463, 'grad_norm': 0.23864328861236572, 'learning_rate': 1.5204360170384286e-05, 'epoch': 0.4446428571428571}
{'loss': 0.9225, 'grad_norm': 0.40710023045539856, 'learning_rate': 1.4644660940672627e-05, 'epoch': 0.44642857142857145}
{'loss': 0.8453, 'grad_norm': 0.22146481275558472, 'learning_rate': 1.4093685111840566e-05, 'epoch': 0.44821428571428573}
{'loss': 0.7631, 'grad_norm': 0.22792519629001617, 'learning_rate': 1.3551568628929434e-05, 'epoch': 0.45}
{'loss': 0.8048, 'grad_norm': 0.24278497695922852, 'learning_rate': 1.301844525106951e-05, 'epoch': 0.4517857142857143}
{'loss': 0.9052, 'grad_norm': 0.406591534614563, 'learning_rate': 1.2494446518477022e-05, 'epoch': 0.45357142857142857}
{'loss': 0.83, 'grad_norm': 0.27860772609710693, 'learning_rate': 1.1979701719998453e-05, 'epoch': 0.45535714285714285}
{'loss': 0.8081, 'grad_norm': 0.21624372899532318, 'learning_rate': 1.1474337861210543e-05, 'epoch': 0.45714285714285713}
{'loss': 0.8626, 'grad_norm': 0.2560272514820099, 'learning_rate': 1.097847963308351e-05, 'epoch': 0.4589285714285714}
{'loss': 0.8393, 'grad_norm': 0.23830513656139374, 'learning_rate': 1.049224938121548e-05, 'epoch': 0.4607142857142857}
{'loss': 0.934, 'grad_norm': 0.2535455524921417, 'learning_rate': 1.0015767075645471e-05, 'epoch': 0.4625}
{'loss': 0.83, 'grad_norm': 0.27450650930404663, 'learning_rate': 9.549150281252633e-06, 'epoch': 0.4642857142857143}
{'loss': 0.8556, 'grad_norm': 0.2479982078075409, 'learning_rate': 9.09251412874882e-06, 'epoch': 0.4660714285714286}
{'loss': 1.0011, 'grad_norm': 0.286949098110199, 'learning_rate': 8.645971286271904e-06, 'epoch': 0.46785714285714286}
{'loss': 0.7383, 'grad_norm': 0.23069161176681519, 'learning_rate': 8.209631931586498e-06, 'epoch': 0.46964285714285714}
{'loss': 0.8169, 'grad_norm': 0.2339734137058258, 'learning_rate': 7.783603724899257e-06, 'epoch': 0.4714285714285714}
{'loss': 0.8778, 'grad_norm': 0.2755606472492218, 'learning_rate': 7.367991782295391e-06, 'epoch': 0.4732142857142857}
{'loss': 0.8075, 'grad_norm': 0.4226284623146057, 'learning_rate': 6.962898649802823e-06, 'epoch': 0.475}
{'loss': 0.9027, 'grad_norm': 0.24454252421855927, 'learning_rate': 6.568424278090446e-06, 'epoch': 0.4767857142857143}
{'loss': 0.8621, 'grad_norm': 0.5213983654975891, 'learning_rate': 6.184665997806832e-06, 'epoch': 0.4785714285714286}
{'loss': 0.8665, 'grad_norm': 0.2509859800338745, 'learning_rate': 5.811718495565327e-06, 'epoch': 0.48035714285714287}
{'loss': 0.8803, 'grad_norm': 0.26770302653312683, 'learning_rate': 5.449673790581611e-06, 'epoch': 0.48214285714285715}
{'loss': 0.7842, 'grad_norm': 0.8199762105941772, 'learning_rate': 5.098621211969223e-06, 'epoch': 0.48392857142857143}
{'loss': 0.8409, 'grad_norm': 0.2671372592449188, 'learning_rate': 4.758647376699032e-06, 'epoch': 0.4857142857142857}
{'loss': 0.947, 'grad_norm': 0.320124089717865, 'learning_rate': 4.429836168227735e-06, 'epoch': 0.4875}
{'loss': 0.8926, 'grad_norm': 0.2903711199760437, 'learning_rate': 4.112268715800943e-06, 'epoch': 0.48928571428571427}
{'loss': 0.8351, 'grad_norm': 0.2527700960636139, 'learning_rate': 3.8060233744356633e-06, 'epoch': 0.49107142857142855}
{'loss': 0.8282, 'grad_norm': 0.24222664535045624, 'learning_rate': 3.511175705587433e-06, 'epoch': 0.4928571428571429}
{'loss': 0.8777, 'grad_norm': 0.36538004875183105, 'learning_rate': 3.2277984585066366e-06, 'epoch': 0.49464285714285716}
{'loss': 0.7703, 'grad_norm': 0.21903811395168304, 'learning_rate': 2.9559615522887273e-06, 'epoch': 0.49642857142857144}
{'loss': 0.7894, 'grad_norm': 0.2537440359592438, 'learning_rate': 2.695732058622735e-06, 'epoch': 0.4982142857142857}
{'loss': 0.7842, 'grad_norm': 0.216582253575325, 'learning_rate': 2.4471741852423237e-06, 'epoch': 0.5}
{'loss': 0.8577, 'grad_norm': 0.24018187820911407, 'learning_rate': 2.210349260083494e-06, 'epoch': 0.5017857142857143}
{'loss': 0.9206, 'grad_norm': 0.31221333146095276, 'learning_rate': 1.985315716152847e-06, 'epoch': 0.5035714285714286}
{'loss': 0.8078, 'grad_norm': 0.27387580275535583, 'learning_rate': 1.7721290771100961e-06, 'epoch': 0.5053571428571428}
{'loss': 0.8107, 'grad_norm': 0.25912147760391235, 'learning_rate': 1.5708419435684462e-06, 'epoch': 0.5071428571428571}
{'loss': 0.8, 'grad_norm': 0.23479387164115906, 'learning_rate': 1.3815039801161721e-06, 'epoch': 0.5089285714285714}
{'loss': 0.8438, 'grad_norm': 0.26264244318008423, 'learning_rate': 1.2041619030626284e-06, 'epoch': 0.5107142857142857}
{'loss': 0.8678, 'grad_norm': 0.2582029700279236, 'learning_rate': 1.0388594689117071e-06, 'epoch': 0.5125}
{'loss': 0.8207, 'grad_norm': 0.28330525755882263, 'learning_rate': 8.856374635655695e-07, 'epoch': 0.5142857142857142}
{'loss': 0.8424, 'grad_norm': 0.21357308328151703, 'learning_rate': 7.445336922613067e-07, 'epoch': 0.5160714285714286}
{'loss': 0.8292, 'grad_norm': 0.26872894167900085, 'learning_rate': 6.15582970243117e-07, 'epoch': 0.5178571428571429}
{'loss': 0.8011, 'grad_norm': 0.2818099558353424, 'learning_rate': 4.988171141721232e-07, 'epoch': 0.5196428571428572}
{'loss': 0.8804, 'grad_norm': 0.251816064119339, 'learning_rate': 3.9426493427611177e-07, 'epoch': 0.5214285714285715}
{'loss': 0.8457, 'grad_norm': 0.2706684172153473, 'learning_rate': 3.019522272410202e-07, 'epoch': 0.5232142857142857}
{'loss': 0.8013, 'grad_norm': 0.2527143359184265, 'learning_rate': 2.219017698460002e-07, 'epoch': 0.525}
{'loss': 0.8738, 'grad_norm': 0.25283047556877136, 'learning_rate': 1.5413331334360182e-07, 'epoch': 0.5267857142857143}
{'loss': 0.882, 'grad_norm': 0.23944628238677979, 'learning_rate': 9.866357858642205e-08, 'epoch': 0.5285714285714286}
{'loss': 0.8635, 'grad_norm': 0.3035812973976135, 'learning_rate': 5.550625190150483e-08, 'epoch': 0.5303571428571429}
{'loss': 0.8242, 'grad_norm': 0.401211142539978, 'learning_rate': 2.467198171342e-08, 'epoch': 0.5321428571428571}
{'loss': 0.8664, 'grad_norm': 0.21088263392448425, 'learning_rate': 6.1683759169706146e-09, 'epoch': 0.5339285714285714}
/home/vijay/.local/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 0.817, 'grad_norm': 0.23439185321331024, 'learning_rate': 0.0, 'epoch': 0.5357142857142857}
{'train_runtime': 8596.2686, 'train_samples_per_second': 0.279, 'train_steps_per_second': 0.035, 'train_loss': 0.9526175874471664, 'epoch': 0.5357142857142857}
Saving last checkpoint of the model
